,HN001,HN002,HN003,HN004,HN005,HN006,HN007,HN008,HN009,HN010,HN011,HN012,HN013,HN014,HN015,HN016,HN017,HN018,HN019,HN020,HN021,HN022,HN023,HN024,HN025,HN026,HN027,HN028,HN029,HN030,HN031,HN032,HN033,HN034,HN035,HN036,HN037,HN038,HN039,HN040,HN041,HN042,HN043,HN044,HN045,HN046,HN047,HN048,HN049,HN050,HN051,HN052,HN053,HN054,HN055,HN056,HN057,HN058,HN059,HN060,HN061,HN062,HN063,HN064,HN065,HN066,HN067,HN068,HN069,HN070,HN071,HN072,HN073,HN074,HN075,HN076,HN077,HN078,HN079,HN080,HN081,HN082,HN083,HN084,HN085,HN086,HN087,HN088,HN089,HN090,HN091,HN092,HN093,HN094,HN095,HN096,HN097,HN098,HN099,HN100,HN101,HN102,HN103,HN104,HN105,HN106,HN107,HN108,HN109,HN110,HN111,HN112,HN113,HN114,HN115,HN116,HN117,HN118,HN119,HN120,HN121,HN122,HN123,HN124,HN125,HN126,HN127,HN128,HN129,HN130,HN131,HN132,HN133,HN134,HN135,HN136,HN137,HN138,HN139,HN140,HN141,HN142,HN143,HN144,HN145,HN146,HN147,HN148,HN149,HN150,HN151,HN152,HN153,HN154,HN155,HN156,HN157,HN158,HN159,HN160,HN161,HN162,HN163,HN164,HN165,HN166,HN167,HN168,HN169,HN170,HN171,HN172,HN173,HN174,HN175,HN176,HN177,HN178,HN179,HN180,HN181,HN182,HN183,HN184,HN185,HN186,HN187,HN188,HN189,HN190,HN191,HN192,HN193,HN194,HN195,HN196,HN197,HN198,HN199,HN200,HN201,HN202,HN203,HN204,HN205,HN206,HN207,HN208,HN209,HN210,HN211,HN212,HN213,HN214,HN215,HN216,HN217,HN218,HN219,HN220,HN221,HN222,HN223,HN224,HN225,HN226,HN227,HN228,HN229,HN230,HN231,HN232,HN233,HN234,HN235,HN236,HN237,HN238,HN239,HN240,HN241,HN242,HN243,HN244,HN245,HN246,HN247,HN248,HN249
H-1,-0.409941833,-0.743401722,-0.348386319,-0.596427005,0.913538006,0.141674218,-0.342295808,0.964031328,-0.566823377,0.233662769,-0.318005488,-0.519196514,0.807540754,-0.422651605,-0.338843716,1.23584676,1.010319412,-0.122038768,-0.954765054,1.219026584,-0.496394503,0.230004667,-0.199055804,-0.353501436,-0.318828431,0.453886039,0.306995098,-0.868910815,0.181631071,-0.221416291,0.664091963,-0.224776864,0.693776611,-0.343121797,0.779771719,0.285872473,0.721557251,-1.060096931,1.041510095,0.234093652,1.176452481,0.623738932,0.31282096,0.429582854,0.303761652,1.256437217,-0.574870215,0.446435174,0.561593753,1.404169797,0.698042297,-0.46329394,-0.92350795,-0.131266286,-0.712923426,1.411636684,-0.576006368,-0.611707527,-0.435083274,-0.48757872,3.300730891,0.236409239,0.849127588,-0.119610713,-0.28667666,-0.126663089,-0.196522828,2.61589524,-0.243942375,-0.140102985,-0.446985789,0.272814907,0.019418604,-0.355621558,0.007467074,0.099197674,-0.313882181,-0.213684043,-0.99150837,-0.89244953,0.785195284,0.324781458,-0.156787041,-0.556793869,-0.889667876,-0.837609999,-0.078822601,1.504105495,-0.110779897,-0.400105447,-0.213630157,0.492630364,-0.764507919,-1.101006182,0.819769595,-0.782361445,2.18770949,-0.872377185,-0.657641651,-0.826518827,-0.447024536,-0.86386644,-0.578337871,-0.805100759,-0.662310186,-0.684144185,-0.907708956,-0.108963626,-0.687164884,-0.028070138,-0.46844285,-0.827543024,1.074010959,0.320234222,-0.865260234,-0.500080928,-1.079383795,-0.360353908,-1.963715941,-0.712045061,1.635616116,-0.707586768,-1.091547955,-0.750371346,-0.64496417,-0.780130301,-0.702075977,-0.706117618,-0.673066748,-0.357081302,-0.161760808,-0.749396189,-0.358987963,-0.524377708,-0.33138628,-0.629215804,-0.216901781,-0.726752635,-0.84414512,1.124400351,0.706841458,-1.205493992,1.131899495,0.153897832,-0.444023867,-0.211649944,-0.974090174,1.676944676,-1.004940138,-0.647052002,0.502283546,0.360170827,-0.514138624,-0.436180402,-0.561088907,-0.468573387,0.124044212,1.769885914,-0.821693231,-0.539446815,-0.489594842,-0.350122999,-0.847836164,-0.668198495,0.037381228,-0.193203343,-0.838667697,1.356754934,-1.183297208,-1.215018307,3.534175327,0.110965603,-0.654500393,-0.696871935,0.270077746,0.966086803,-1.725194579,-0.858048553,-0.29805893,-0.374795135,-0.317972787,0.381149701,0.488764171,-0.622245352,1.804274563,-0.280377544,1.659564867,1.565814493,-0.821202586,0.117689975,-0.417719237,-0.098995196,-0.418081299,2.097098789,-0.167583943,-0.886634612,-0.327030324,-0.558054216,-0.957806189,-1.16888098,-0.498425592,0.561723911,-0.619790509,0.160639161,-1.312730438,-0.83113042,-0.266434554,-0.263403964,0.889011473,-0.490333274,-0.260372355,0.783995178,0.782617878,-0.554782241,-0.077877254,-0.72021854,-0.262418398,-0.441556371,-0.210363614,-0.855590778,0.149160344,-0.390928277,-0.262169101,0.069008446,-0.113238575,0.154438693,-0.404764791,-0.568896068,-1.292293768,-0.628254778,-0.825857462,2.516018139,1.012222089,-0.491916089,-0.421169432,-0.50822443,1.118753144,-0.755826084,0.551577772,0.362630597,1.281281662,1.241734515,1.331675123,-0.654046012,-0.699007549,-0.771809665,1.560310264,-0.141619801,-0.561993223
H-2,0.591156153,1.973497592,-0.226527867,-0.575080377,-0.604522753,-0.563165496,-0.344424777,-0.112644992,-0.438241985,-0.172951176,-0.143765354,-0.232423195,-0.403380696,0.400614265,-0.56406347,0.032709191,-0.70052403,-0.462118767,0.014376463,-0.376967094,0.144308621,-0.484660404,-0.120615613,-0.550902072,-0.459075925,0.118136755,0.70227292,-0.712727849,-0.060594216,-0.28386489,-0.453951132,0.065220877,-0.439945317,-0.386565704,-0.71740504,-0.406972809,-0.458257462,-0.613805292,-0.930959822,-0.15974921,0.012101283,-0.710497924,0.364261452,1.528635604,-0.313044971,-0.420566364,-0.530944696,-0.254467922,-1.208641395,-0.801255439,-0.040664837,0.114251684,-0.285881484,-0.108583125,0.419972464,1.076429986,-0.978558759,-1.027858738,0.486519799,-0.717871334,-0.878390985,-1.050624232,-0.225341226,-1.104954226,-0.052228469,-1.101896467,-0.488056674,-0.123338031,-0.730719812,-0.810446182,-0.579575851,-0.85678502,-0.777508678,-0.412124625,-0.733144898,-0.669985789,0.325193063,0.947787948,-1.01376742,0.459307716,-0.03816488,0.685072491,-0.562501653,0.246386443,-1.028532259,0.674060899,-0.072101823,-0.847411681,0.139886814,-0.302548561,-0.318790772,0.180684289,-0.687601547,0.482529701,-0.162002383,-0.833664108,-0.723598947,-0.827168817,-0.563066232,-0.540813474,-0.913790823,-1.015581316,2.262069902,0.064549031,0.076932968,-1.005465364,-0.118561272,-0.710751223,-0.962195276,-0.245925745,-0.733253283,-0.205749729,-0.452933609,0.172051778,-0.258733612,-0.001806821,-0.481685913,-0.07484717,0.772096971,-0.150362412,0.051484539,0.289926098,-0.914263297,0.096320472,-0.0132473,-0.052702805,0.184930947,0.054112286,-0.016300035,-0.738860234,-0.530422602,-0.05043296,-0.732793231,0.494282764,0.580357629,0.155452609,-1.549082755,-0.253037344,-0.676276299,-0.6467869,-0.799379137,0.390195276,-1.111313858,-1.541975081,0.763623697,0.239573054,-0.336783017,-0.379196339,2.093349586,-0.499311139,0.44892862,-0.801516512,-0.269113911,1.610294266,-1.12574112,0.475974249,-0.610378874,-0.036751675,-0.732083242,1.228326109,-0.836413597,2.093263101,1.276916477,1.561771965,-1.02787418,0.276620979,-0.751928763,-0.683030834,-1.236931804,-1.264357892,-0.880470957,-0.786714535,-0.414686864,-0.652054019,-0.136675827,-1.560331221,-1.185676591,-1.048012211,0.850912796,0.447842114,-0.291758965,0.329544137,-1.423074477,-0.311708824,-0.901070149,0.323791262,-1.025478182,0.88088702,1.023017441,0.245768065,0.245381454,0.192818832,-0.5907885,-0.617960147,-0.871906167,0.694959429,-1.019160735,0.852594012,-0.709727784,-1.002907353,-0.196426544,-1.014697848,-0.504993165,-1.020210815,-0.594320037,-1.517984882,-0.009377263,-0.009018574,-0.585714068,-0.739152994,-0.280931943,-0.329191572,-0.36219023,-0.359685814,0.444308428,-0.063903157,-0.491535761,-0.280243736,-0.685046787,-0.534998578,-1.344330088,-0.196313398,-0.392792089,-1.692344918,-0.791059657,-0.782037985,-0.392176692,-0.524946194,-0.519945326,-0.057452639,-0.565964733,-0.412154231,-0.374810923,-0.810910456,-0.239854835,-0.837436949,-0.481025045,-0.85874501,-0.33423543,-0.565583603,-0.878477818,-0.910993667,1.439566059,-0.316143871,-0.277465835,-0.339487393,-0.306716823,0.56720535,-0.771516911
H-3,-0.705756265,-1.027990417,-1.575780144,-1.566414275,0.563552111,0.06923801,-0.30896398,1.571026032,-0.377526229,0.633250097,-0.311884851,-1.336164108,0.67980294,-0.427147839,-1.117981674,0.693027992,0.04156811,0.800584304,-0.932602071,-0.111605249,-1.400693752,-0.009726387,0.881992021,-0.248544131,-0.410594557,2.01499594,-1.673477689,-1.374057726,-0.328642774,-0.547399791,0.008443406,-1.257515793,0.012252836,-0.315404166,-0.088522483,0.410934566,-1.716135557,-0.059348728,-0.722674583,-0.594020946,-0.028064369,-0.747752077,-0.530643138,-1.229391596,-0.098148564,0.164769794,-0.990511173,0.502040002,-1.86707225,-0.108723374,0.376920594,-1.000266352,-0.600741842,-1.306782578,-0.888589422,-0.973392561,-0.092379015,-0.142552698,-0.418280538,-1.532131591,0.884232903,-0.101197511,-0.895765055,-0.36335065,-1.469834218,-0.884825382,0.482107016,0.283508102,-0.998158911,-1.167582996,-0.556069223,-0.462804485,-0.112193154,-0.191510048,-0.254256026,0.027818696,-1.5643643,-1.258326052,-0.831209004,-0.684552912,0.046403121,0.265888917,-0.80635523,-0.55996497,-0.725169501,-0.668647949,-0.92124108,0.811755769,-0.457303895,-0.518406906,2.974824095,-1.17203913,0.868978486,-0.354768127,-0.068126433,-1.626438192,-1.414491483,-0.875584701,-0.903202144,-1.276416898,-0.725853796,-0.656278838,0.242955783,-0.853436837,-1.676176123,-1.095696512,0.157094556,-0.215785477,-0.500774826,-1.234498946,-1.101418084,-1.717734163,0.51846675,-1.036869561,-1.791664945,-0.037454866,-0.632432867,-0.351859558,-1.102931898,-0.781538974,-0.53109268,-0.017709896,-1.123212468,-0.382509112,-0.469796612,-0.373011544,-0.444342435,-0.377710049,-0.374514061,0.999306277,1.142681593,-0.415793145,0.969697658,2.540404258,2.664580455,-0.456595867,-0.606373085,2.761087165,-0.82457166,-1.438067411,1.869501706,-1.41606774,1.365286422,1.191123767,-1.353464762,-0.134024416,-1.025478311,-1.615182183,-0.464779499,1.6616592,0.484307331,-0.645704518,-0.231255375,-1.223371735,-0.829439491,0.705299142,-0.97085996,-0.483890973,-0.809455481,-0.700092074,-0.723515221,-0.461850725,-0.697026925,-0.830108899,0.06316809,0.693466531,-0.825289185,0.085604728,-1.351735103,-1.647295075,-0.173526687,-0.906425257,-0.391956031,-0.93408546,1.685378537,-0.354758454,-0.109898744,-0.92767596,0.477734972,2.097104257,-0.686927236,0.889336811,-0.270361194,-1.124982485,0.009159079,0.597778096,1.060846292,0.276210902,-0.001500947,0.039289949,2.14008039,-0.124147121,-1.342585883,0.732968206,-0.083070986,-0.879547541,-0.051333242,-1.172704396,1.051957543,-0.392697242,0.135723026,1.227893227,-1.326785293,0.950070987,0.554951436,0.645869036,-0.701997685,-0.698431814,-0.545412351,-0.196655439,0.154084708,0.241017383,0.190404214,-0.609093556,-0.740907203,-2.104147606,-0.594304543,-0.500341844,2.36733124,2.904182672,-0.388686095,-0.686908108,1.424612769,1.985602878,1.407930186,-0.037372364,1.629897183,-0.841328345,0.169574516,-0.520865675,-0.398787874,0.409219683,-0.191352011,-0.765718636,1.492454799,-0.862356756,-0.17853891,-0.699086148,1.502097046,-0.477852457,0.124045924,0.194250454,-0.831761561,-0.927273456,-0.916614002,-0.57214636,0.667552378,0.5798433,2.356069381
H-4,-0.584891633,-1.047736488,-0.871930718,-1.005058323,0.810929704,-0.07631351,-0.294832576,1.266711132,-0.576839471,0.477036602,-0.308190409,-0.697925118,0.603483912,-0.449375671,-0.559893418,0.768799907,0.648621727,0.800845005,-0.813304232,-0.625434897,-1.032217676,0.47908915,0.420012674,0.605212543,0.574629664,-0.401511933,-0.002528723,-0.650824981,-0.683030859,-0.350571541,0.095508018,0.994986837,0.124148731,-0.307143363,0.070565692,-0.089589972,-0.003912194,0.675558778,-0.780601977,-0.700389934,0.38132033,0.983517326,-1.20879919,0.184538103,0.010494817,0.366853473,0.203348444,-0.017002611,-0.635595714,-1.11257264,0.451455948,-0.98016519,-0.051694113,-0.677516588,-0.758083699,-0.164534638,0.236738393,0.171413051,-0.391530955,-1.122519608,-0.302779825,-0.934466287,-0.818942608,-0.079501928,-0.889906751,-1.128769908,-0.630732818,-1.071688207,0.260076964,0.407017405,0.014206074,-1.038778037,-0.572493096,-0.399804654,-0.529232416,0.518070789,-0.113275945,0.730195536,-0.765470234,-1.110344579,0.706382321,0.188367344,-0.781547733,0.789424215,-0.690127461,-1.189770198,-0.318482316,1.164343339,-0.257472789,2.609903907,1.586595318,1.449979633,1.413680986,-1.175824855,0.08835312,-0.270378709,-0.717753508,-0.769561282,-0.651363364,0.301498349,-0.324557289,-0.393749337,0.177263035,-0.231604284,0.073351956,-0.188466553,-0.050977979,-0.030917346,-0.327593306,-1.244354812,-0.584465815,0.049004865,1.171083911,0.10089549,0.118060542,0.910509344,-0.517161424,-0.692208839,-0.984463611,0.48328532,-0.697590931,0.242417649,-1.001679124,0.075406421,-0.005602518,0.067091939,0.058647662,-0.021842883,-0.054844308,-0.56518923,-0.362219134,0.198404569,-0.563358473,0.379434022,0.271615088,0.28944113,1.785118257,-0.077218082,-0.370627385,-1.040696244,-0.694282525,-0.25467261,-0.656877992,-0.058010043,-0.550055191,0.736684523,-1.046268718,-0.979033778,1.28524025,0.031246052,0.710638846,-1.131897073,0.243896544,-0.958269975,-0.284999817,-0.220265449,-0.606556513,1.773603492,-0.756352733,-0.180955493,-0.847575415,0.279404581,-0.024529135,-0.80082151,-0.604615883,0.67225704,-0.104419836,0.146287762,0.219194324,0.32727614,-0.729606305,-0.940973676,-0.026518775,-0.110813652,0.429130275,-1.317247599,0.232608133,-0.466055846,0.051338358,0.444573565,-0.671055271,0.683755911,-0.31348813,-0.556579988,-0.390773379,-0.826191778,-2.078742825,0.081643031,0.82668475,-0.788745798,0.439511442,0.487425309,-1.604525539,-0.521704123,-0.860910509,1.058427259,-0.839383067,-0.809498424,1.46527717,1.561032006,1.677402705,0.960793505,-0.801050308,-0.284992412,-1.094198132,0.578748506,-0.335705956,-0.334007409,-0.163188403,-0.611764773,1.162920321,-0.196008199,-0.185320619,0.32019702,-0.32660278,-0.658013234,-0.388593508,-0.430915447,-0.160348905,1.34439137,-0.977458856,-0.581084391,0.961603834,0.127135942,1.43627287,1.042867361,0.595887621,0.050298334,-0.856474028,-0.81310994,-0.368323815,0.789479136,-0.194037538,-0.175520783,1.950896874,-0.394004099,0.218600098,1.4060653,0.555832465,-0.373078227,0.712048456,0.659290152,1.173068688,-0.883777324,-0.90357649,-0.877646593,0.992610602,0.057585977,1.839174882
H-5,4.27647993,-0.463656114,2.843685406,2.149139334,-1.1415422,-1.094423268,-0.382612695,-0.998456593,1.572505072,-1.196605843,-0.338066792,1.936845415,-1.050926921,-0.769490634,0.33494016,-0.557120807,1.490919631,-1.143806032,-0.097523619,-0.444656374,2.069471077,-0.855809051,-1.276848756,-0.509432584,-0.255096904,-0.703676358,0.878736749,0.240594942,0.660675768,-1.089757417,-1.27891587,-0.423717033,-1.317026518,-0.446310544,-1.46757116,-0.561487171,0.484111796,-0.823059436,0.274063987,0.848505208,-1.293564165,-0.415612384,-0.584187901,-1.337235681,0.294830308,-1.485751368,0.914146364,-0.759458645,0.570163833,-0.314011532,-1.199643788,2.06882449,3.131570739,1.413631092,0.574334526,0.118351918,-0.997739897,-0.975258117,-0.547158183,1.616132948,-0.698661825,-0.022443289,1.964715391,-1.962781374,1.154030442,-0.512694232,0.388905078,-0.046956295,-0.602741003,-0.830112823,0.020735359,1.62214036,0.467498686,-0.612531512,0.515335659,-0.749449436,1.289238305,2.252772127,-0.431710481,0.109895352,-0.963826761,3.032623829,-0.416931684,-1.843637927,-0.346158727,0.593879416,1.34390422,0.321855417,1.752384106,-0.130140968,-0.054292011,-0.823288665,-0.925019606,-0.1846118,1.988251816,-0.047044637,0.238750661,0.106286567,-1.537906066,0.414829422,-0.55110492,1.544994785,-1.213878816,1.991176158,0.706666012,1.797961158,-1.872052183,-0.529852465,-1.083552947,1.937046354,0.317133328,1.365146284,-0.885925268,-1.635424568,1.364602304,0.585630262,-0.687853546,-1.244743391,-0.082538048,-0.873452308,0.662741328,-0.300599426,0.053641474,-0.112206992,-0.25056757,-0.156163612,-0.09793828,-0.204549025,-0.185000271,-0.54805329,-0.346126207,-0.005314708,-0.546847948,-0.604592036,-0.548758875,-0.183744111,1.255624266,-0.40943638,-0.144022423,0.916160071,-1.287460769,-0.470967418,-0.633752561,-0.723746606,-0.956732853,-0.198585268,0.146097002,0.393436549,0.46598008,0.659053478,-1.531283269,2.785507812,-0.466086497,-0.806762358,-1.865679517,-0.033623043,0.943918232,-0.132455603,0.450497597,0.072055796,-1.547855889,1.419659945,-0.272212653,0.055071793,-0.934462723,-0.703022665,-0.987673391,-1.013111387,-0.738239344,-0.9788265,-1.008929113,-1.298357263,-1.067604638,-0.819034336,-1.13330413,2.315010743,-0.818418228,-1.281035561,2.966669948,-0.398778131,-0.398083764,-1.166674893,-0.410928852,2.101371857,1.148977639,-0.991966557,0.843621212,-0.625303218,2.384967798,-0.294706218,-0.670772501,0.745517822,-0.727940166,-0.334870396,0.497831384,0.413052241,0.449859209,-0.446837562,-1.023694136,0.678169294,0.593854153,-1.185803737,0.964408583,-0.73111136,1.164886965,-1.675676901,-0.087715149,-0.083472825,-0.480740889,-0.90674469,-0.024136619,0.961794035,1.040412639,-0.773541781,1.874262907,-0.722424894,-1.523407574,0.264520082,-0.431131901,-0.49532376,-1.956018067,-0.400547522,-1.006504178,-1.012571844,-0.682335425,-0.495279097,-0.455576307,-0.222019925,-1.846983633,0.320319052,-1.036897608,-1.012446714,-1.194670868,-0.000146463,-0.697006719,-0.754962107,-1.899458523,-0.458190997,-1.443134095,-0.916500404,-0.888775276,-0.958734951,-0.319867137,0.281999363,0.325069861,0.293431175,-0.59803869,1.858347295,-0.553214157
H-6,-0.654814587,-0.618718217,-0.628997714,-0.921433255,1.442896456,1.776206245,0.120986469,2.195260277,-0.399046241,2.316545055,-0.2851698,-1.129947307,1.815219766,-0.209436923,-0.301743659,2.037009894,2.609614161,1.534774867,-0.83597701,-0.304461901,-0.773151747,1.97845107,1.72906014,2.27232714,1.838899918,-0.3619616,-0.586875216,-0.87869238,-0.564657844,-0.15472153,1.289878974,0.083194356,1.266348738,-0.135286724,1.864360404,1.927654204,0.719807752,0.075732553,1.004848899,-0.683804284,0.698955654,2.390140816,0.63996104,1.549629598,0.432945581,1.106150587,0.049783017,1.091947195,-0.923869689,0.715036152,3.046997584,0.311656707,-0.815007338,-0.897824927,-0.569077533,-0.159573486,1.640604633,1.582953582,-0.532249808,-0.766538329,0.207173247,-0.579676746,-0.32198092,-0.159907426,-0.684269512,-0.562616821,-0.035295858,-0.430550747,-0.143611107,-0.05114031,-0.346296063,0.983718923,0.287757225,0.316156078,0.392873692,0.871391323,-0.294030096,-0.007597501,-0.957056,-0.381841168,0.494574096,-0.541470228,-0.691501932,0.460277628,-0.987868652,-0.206710025,-0.77043131,-1.331330052,-0.408204221,-1.410617969,-0.393349558,0.376867958,0.274771723,0.360624666,-0.699657515,0.066100807,-0.080333554,-0.894603707,-0.922701913,-0.681453157,-0.677273263,-1.020445544,0.052423724,-0.858365518,-0.385218241,0.23210266,0.819222681,0.38636307,-0.725514601,-0.142198882,-0.393189655,-0.535158332,0.632604551,1.071316791,-0.454142818,-0.62119346,0.009418576,1.163153358,-1.496874393,0.149519025,0.341919299,0.518768648,-0.915306304,0.327299862,0.4342547,0.519074373,0.367950551,0.432743814,0.408716665,1.294989897,1.426949006,0.384834351,1.260218274,0.546459233,0.267506534,0.572069496,-0.782413563,-0.079940255,-0.732181631,-0.879521407,0.026199631,-0.138042804,1.98667789,0.831687514,-0.464474737,0.64582933,-0.609810833,-1.022876201,0.110493375,0.037516154,0.35895945,-0.18491731,-0.326458454,-0.631278445,0.482884261,0.238197743,0.409660014,0.899559933,-0.870485943,-1.21810314,-1.229420326,-0.71364547,-0.04696399,-0.101088108,-0.251244219,0.640599964,-0.686030551,0.741073778,-0.277642763,-0.10127774,-0.182189933,-0.037982702,-0.544133191,0.153505236,0.968551068,-0.133384682,0.051965799,-0.853627151,-0.911779058,0.385465622,1.137142929,3.039905655,0.700031291,0.632652152,1.09866801,2.165660204,0.341515071,0.982779139,-0.149836663,0.495591995,0.626468826,-0.316541582,-0.379861088,0.81826005,-0.446827412,-1.463363589,-0.104679704,-0.597202404,0.407291426,-0.334620992,1.181318354,1.729737492,-0.215172083,0.824405401,-0.516864911,1.33489106,-0.601238384,-0.602810732,0.687106652,-0.008300768,0.833585742,-0.665307765,-0.676477098,-0.002818149,-1.321142414,0.11436756,0.071034686,-0.469476906,-0.731283884,0.133896727,0.89394654,-0.305799441,1.335944898,0.749383652,0.315883461,0.226128529,-0.430082446,-0.909325576,1.919118433,-0.88844376,-0.099633303,0.552946666,0.633650801,0.025080944,1.836632296,0.444484495,1.570519546,0.339574121,0.494608415,2.884010712,1.042843368,1.15021174,-0.543887763,-0.730222131,-0.790961575,-0.842511313,-1.813092387,-0.383891822,-0.123728939
H-7,-0.065403792,1.514508926,1.052876955,0.157442466,-0.032876327,-0.402771139,-0.416569084,-0.454321767,-0.393792403,-0.957403658,-0.212312242,-0.198330266,-0.040272421,1.296946184,-1.078394965,-0.307170646,0.003300493,-1.02453838,0.192027605,-0.871659541,0.172115811,0.395635865,-1.062015186,1.081246991,0.78508036,2.820611604,-0.195964035,-0.474858699,4.096875674,2.605082028,1.543950809,-1.134175627,1.540063698,3.94605082,-0.090406775,0.095746536,-0.715609499,-0.592900585,1.72095199,3.982994834,1.919817441,-0.324647122,1.096309414,1.769767286,-0.225169092,1.027964287,-0.857616482,-0.171095757,1.255399126,-0.305365449,-0.555431085,0.762347596,0.349733612,3.135490176,-0.439249839,1.644168128,-0.873484659,-0.765167888,0.491484452,-0.428697078,-0.246727381,0.589304407,0.106880896,0.896287679,0.980247235,-0.156192976,2.970651118,1.135826678,0.119604357,0.360407041,-0.234383484,1.177122756,-0.505414791,-0.40728187,-0.605894705,-0.083199042,1.059310193,0.742928227,-0.042416969,-0.483891798,-0.768289644,0.07576347,-0.73440833,1.996403793,-0.285253216,-0.169167171,2.85149405,-0.81070565,2.281811874,0.102001995,-0.899719736,0.822278469,-0.861776766,-0.887553384,0.731191622,0.001613013,0.20861016,-0.193390048,-0.005711068,-0.287981199,-0.364827378,-0.465697383,0.642095448,2.399642536,0.512913794,-0.701966022,-0.415384966,-0.197015273,0.142109103,-0.191336165,-0.388454051,0.30561075,0.275528908,-1.755645611,0.788095886,-0.40172394,-0.588421819,1.675626598,0.522793623,2.56630765,2.26424577,3.244138835,0.578584905,3.711491442,3.918587343,3.793557835,3.748306551,3.816048148,3.871955491,1.959721274,-2.279922917,3.853956352,2.136057904,0.344315454,-0.086566026,3.859265755,0.791153161,2.228024526,2.773544918,-0.66563769,-0.687126261,1.701329327,0.029072329,3.003268392,3.159779694,-0.457496314,-0.177233511,-1.394101657,-0.770018722,0.355101498,2.304148567,1.482609483,3.521910122,-1.123226837,0.580370264,0.583790507,1.613428686,-0.357579786,-0.281378274,2.303696527,-0.503141144,1.468056478,3.102281422,-1.335382094,-0.55192289,-0.545219822,-0.924963202,2.886105313,0.749905618,0.69241882,-0.77687513,1.121335698,0.37172581,0.471351605,1.947260217,-0.058850865,-0.051980887,0.249473443,-0.376165548,-0.533742642,1.154494399,-0.617168749,1.8877827,-0.074160112,0.462973209,0.321580971,0.003793581,0.504954677,-0.461711878,1.330057064,-0.788927302,-0.194040637,0.590175246,-0.701037794,-1.277315401,0.350067462,0.164122539,-0.683929607,1.62752835,0.848038096,-0.152648672,-0.384141634,-0.011641583,0.585472542,1.35811045,-0.316209843,-0.508201922,-0.506255714,0.984933011,0.059678127,-0.40261747,-0.903375104,-0.899107077,-1.139782946,0.191673129,-0.077540206,0.422863146,-0.300587156,-0.706354114,-0.494957221,-0.026937422,-0.645383697,-0.566400302,0.642016018,-1.346343765,-1.200138633,-0.5066197,-0.38706395,0.665175706,0.217614065,-0.268883704,-0.286599862,-0.420137931,2.280462008,-0.421563164,2.178115064,0.005905905,-0.44625009,1.427273979,-0.404506857,1.059549743,1.046686608,-0.737101335,1.099191874,1.037633719,1.257304194,0.871051001,-0.193006431,-0.64049055
